id,categoria,segmento,edad,nivel_educativo,estado_civil,Genero,PAC,contrato,estrato,grupo_edad
45152,A,Segmento_Medio,20,primaria,casado,M,3,2,,18-25
45153,B,Segmento_Medio,33,tecnico_tecnologico,casado,F,1,4,,26-35
45154,A,Segemnto_Basico,29,primaria,viudo,F,3,4,,26-35
45155,A,Segemnto_Basico,63,primaria,viudo,M,3,4,,56-65
45156,B,Segmento_Medio,34,tecnico_tecnologico,casado,M,1,4,,26-35
45157,B,Segmento_Medio,38,tecnico_tecnologico,separado,F,1,4,,36-45
45158,B,Segmento_Joven,23,tecnico_tecnologico,soltero,F,1,1,,18-25
45159,A,Segemnto_Basico,53,primaria,soltero,M,3,4,,46-55
45160,B,Segmento_Medio,24,tecnico_tecnologico,viudo,F,1,3,,18-25
45161,B,Segmento_Joven,22,tecnico_tecnologico,soltero,M,1,2,,18-25
45162,A,Segemnto_Basico,52,primaria,casado,M,3,3,,46-55
45163,A,Segemnto_Basico,58,primaria,separado,F,3,4,,56-65
45164,A,Segemnto_Basico,41,primaria,casado,M,3,3,,36-45
45165,A,Segemnto_Basico,47,primaria,soltero,M,3,3,,46-55
45166,B,Segmento_Medio,19,tecnico_tecnologico,casado,M,1,2,,18-25
45167,B,Segmento_Medio,53,tecnico_tecnologico,soltero,M,1,4,,46-55
45168,B,Segmento_Medio,39,tecnico_tecnologico,viudo,F,1,1,,36-45
45169,B,Segmento_Medio,60,tecnico_tecnologico,viudo,M,1,1,,56-65
45170,B,Segmento_Medio,61,tecnico_tecnologico,separado,M,1,4,,56-65
45171,B,Segmento_Medio,44,tecnico_tecnologico,soltero,F,1,4,,36-45
45172,B,Segmento_Medio,26,tecnico_tecnologico,viudo,F,1,1,,26-35
45173,B,Segmento_Medio,61,secundaria,soltero,M,2,4,,56-65
45174,A,Segmento_Joven,21,primaria,soltero,M,3,2,,18-25
45175,B,Segmento_Medio,22,tecnico_tecnologico,casado,F,1,1,,18-25
45176,B,Segmento_Medio,58,secundaria,soltero,F,2,1,,56-65
45177,B,Segmento_Medio,40,tecnico_tecnologico,casado,F,1,3,,36-45
45178,B,Segmento_Medio,37,tecnico_tecnologico,viudo,F,1,1,,36-45
45179,A,Segemnto_Basico,47,primaria,viudo,M,3,1,,46-55
45180,B,Segmento_Medio,61,tecnico_tecnologico,soltero,F,1,1,,56-65
45181,B,Segmento_Medio,44,tecnico_tecnologico,soltero,F,1,1,,36-45
45182,B,Segmento_Medio,24,tecnico_tecnologico,separado,F,1,1,,18-25
45183,B,Segmento_Medio,30,tecnico_tecnologico,casado,F,1,4,,26-35
45184,A,Segemnto_Basico,53,primaria,separado,F,3,4,,46-55
45185,A,Segemnto_Basico,65,primaria,soltero,M,3,4,,56-65
45186,B,Segmento_Medio,64,tecnico_tecnologico,soltero,M,1,1,,56-65
45187,B,Segmento_Medio,20,tecnico_tecnologico,casado,F,1,3,,18-25
45188,A,Segemnto_Basico,42,primaria,soltero,F,3,1,,36-45
45189,A,Segemnto_Basico,52,primaria,soltero,F,3,3,,46-55
45190,A,Segemnto_Basico,44,secundaria,soltero,M,2,3,,36-45
45191,B,Segmento_Medio,53,tecnico_tecnologico,viudo,F,1,1,,46-55
45192,A,Segemnto_Basico,29,primaria,separado,M,3,1,,26-35
45193,B,Segmento_Medio,35,secundaria,soltero,M,2,3,,26-35
45194,C,Segmento_Medio,55,tecnico_tecnologico,soltero,M,1,1,,46-55
45195,A,Segemnto_Basico,44,primaria,soltero,M,3,2,,36-45
45196,B,Segmento_Medio,42,tecnico_tecnologico,viudo,F,1,3,,36-45
45197,A,Segemnto_Basico,53,secundaria,soltero,F,2,4,,46-55
45198,A,Segmento_Medio,23,primaria,separado,F,3,2,,18-25
45199,A,Segemnto_Basico,39,primaria,soltero,F,3,3,,36-45
45200,A,Segemnto_Basico,25,primaria,separado,M,3,3,,18-25
45201,A,Segemnto_Basico,26,primaria,viudo,F,3,1,,26-35
45202,B,Segmento_Medio,28,secundaria,separado,F,2,1,,26-35
45203,A,Segemnto_Basico,48,primaria,soltero,F,3,2,,46-55
45204,A,Segemnto_Basico,61,primaria,soltero,M,3,1,,56-65
45205,B,Segmento_Medio,40,tecnico_tecnologico,soltero,F,1,1,,36-45
45206,A,Segemnto_Basico,26,primaria,soltero,M,3,4,,26-35
45207,A,Segemnto_Basico,38,primaria,soltero,F,3,3,,36-45
45208,B,Segmento_Medio,31,tecnico_tecnologico,soltero,F,1,4,,26-35
45209,B,Segmento_Joven,23,tecnico_tecnologico,soltero,F,1,1,,18-25
45210,B,Segmento_Medio,27,tecnico_tecnologico,casado,M,1,3,,26-35
45211,C,Segmento_Medio,25,tecnico_tecnologico,separado,F,1,1,,18-25
45212,C,Segmento_Medio,62,tecnico_tecnologico,soltero,F,1,1,,56-65
45213,B,Segmento_Medio,34,tecnico_tecnologico,separado,F,1,2,,26-35
45214,B,Segmento_Medio,30,tecnico_tecnologico,separado,F,1,1,,26-35
45215,B,Segmento_Medio,19,tecnico_tecnologico,casado,F,1,2,,18-25
45216,A,Segemnto_Basico,49,primaria,soltero,M,3,1,,46-55
45217,A,Segemnto_Basico,28,primaria,separado,M,3,1,,26-35
45218,B,Segmento_Medio,65,tecnico_tecnologico,soltero,F,1,4,,56-65
45219,C,Segmento_Alto,61,tecnico_tecnologico,separado,F,1,2,,56-65
45220,B,Segmento_Medio,32,tecnico_tecnologico,viudo,F,1,3,,26-35
45221,A,Segemnto_Basico,31,primaria,casado,M,3,3,,26-35
45222,C,Segmento_Medio,47,tecnico_tecnologico,soltero,M,1,4,,46-55
45223,B,Segmento_Medio,32,secundaria,soltero,F,2,1,,26-35
45224,B,Segmento_Medio,48,tecnico_tecnologico,soltero,M,1,3,,46-55
45225,B,Segmento_Medio,53,tecnico_tecnologico,casado,F,1,3,,46-55
45226,B,Segmento_Medio,50,tecnico_tecnologico,casado,F,1,1,,46-55
45227,B,Segmento_Medio,35,tecnico_tecnologico,viudo,F,1,1,,26-35
45228,A,Segemnto_Basico,26,primaria,viudo,F,3,4,,26-35
45229,B,Segmento_Medio,54,tecnico_tecnologico,viudo,F,1,2,,46-55
45230,B,Segmento_Medio,52,secundaria,separado,F,2,4,,46-55
45231,B,Segmento_Medio,40,tecnico_tecnologico,separado,M,1,2,,36-45
45232,A,Segemnto_Basico,26,primaria,viudo,M,3,2,,26-35
45233,A,Segemnto_Basico,52,primaria,soltero,F,3,2,,46-55
45234,B,Segmento_Medio,60,tecnico_tecnologico,soltero,F,1,3,,56-65
45235,A,Segemnto_Basico,37,secundaria,casado,M,2,1,,36-45
45236,A,Segemnto_Basico,62,secundaria,soltero,M,2,4,,56-65
45237,A,Segemnto_Basico,31,primaria,soltero,F,3,1,,26-35
45238,A,Segemnto_Basico,53,primaria,soltero,F,3,2,,46-55
45239,B,Segmento_Medio,28,tecnico_tecnologico,soltero,F,1,3,,26-35
45240,A,Segmento_Joven,22,primaria,soltero,F,3,2,,18-25
45241,B,Segmento_Medio,38,tecnico_tecnologico,casado,M,1,1,,36-45
45242,B,Segmento_Medio,48,tecnico_tecnologico,soltero,M,1,4,,46-55
45243,A,Segemnto_Basico,35,secundaria,viudo,F,2,2,,26-35
45244,B,Segmento_Medio,44,tecnico_tecnologico,viudo,F,1,1,,36-45
45245,A,Segemnto_Basico,61,primaria,soltero,F,3,4,,56-65
45246,B,Segmento_Medio,56,tecnico_tecnologico,separado,M,1,2,,56-65
45247,A,Segemnto_Basico,25,primaria,separado,F,3,3,,18-25
45248,B,Segmento_Medio,64,secundaria,soltero,M,2,4,,56-65
45249,A,Segemnto_Basico,26,primaria,viudo,F,3,3,,26-35
45250,A,Segemnto_Basico,31,primaria,soltero,M,3,1,,26-35
45251,B,Segmento_Medio,35,tecnico_tecnologico,soltero,F,1,1,,26-35
45252,A,Segemnto_Basico,46,primaria,casado,F,3,4,,46-55
45253,B,Segmento_Medio,39,tecnico_tecnologico,separado,M,1,3,,36-45
45254,A,Segmento_Medio,23,primaria,separado,F,3,3,,18-25
45255,B,Segmento_Medio,38,tecnico_tecnologico,soltero,F,1,4,,36-45
45256,B,Segmento_Medio,32,tecnico_tecnologico,casado,F,1,3,,26-35
45257,A,Segemnto_Basico,51,primaria,soltero,M,3,1,,46-55
45258,A,Segemnto_Basico,42,primaria,soltero,F,3,4,,36-45
45259,A,Segemnto_Basico,30,primaria,viudo,M,3,2,,26-35
45260,A,Segemnto_Basico,47,primaria,viudo,M,3,1,,46-55
45261,B,Segmento_Medio,43,tecnico_tecnologico,soltero,F,1,4,,36-45
45262,B,Segmento_Medio,47,secundaria,separado,M,2,4,,46-55
45263,A,Segmento_Medio,19,primaria,casado,M,3,1,,18-25
45264,B,Segmento_Medio,59,tecnico_tecnologico,soltero,F,1,1,,56-65
45265,B,Segmento_Medio,57,tecnico_tecnologico,casado,M,1,1,,56-65
45266,A,Segemnto_Basico,56,primaria,soltero,F,3,2,,56-65
45267,A,Segemnto_Basico,65,primaria,soltero,F,3,4,,56-65
45268,B,Segmento_Medio,38,tecnico_tecnologico,casado,F,1,3,,36-45
45269,B,Segmento_Medio,23,tecnico_tecnologico,casado,F,1,3,,18-25
45270,A,Segemnto_Basico,46,primaria,soltero,M,3,4,,46-55
45271,A,Segemnto_Basico,41,primaria,casado,F,3,4,,36-45
45272,B,Segmento_Medio,47,tecnico_tecnologico,soltero,M,1,4,,46-55
45273,A,Segemnto_Basico,60,primaria,casado,M,3,4,,56-65
45274,B,Segmento_Medio,58,secundaria,viudo,F,2,3,,56-65
45275,B,Segmento_Medio,23,tecnico_tecnologico,separado,M,1,4,,18-25
45276,B,Segmento_Medio,53,secundaria,soltero,F,2,2,,46-55
45277,A,Segemnto_Basico,41,primaria,casado,F,3,1,,36-45
45278,B,Segmento_Medio,54,tecnico_tecnologico,casado,F,1,4,,46-55
45279,B,Segmento_Medio,46,tecnico_tecnologico,casado,M,1,4,,46-55
45280,A,Segmento_Medio,20,primaria,casado,F,3,4,,18-25
45281,A,Segmento_Medio,24,primaria,casado,F,3,4,,18-25
45282,A,Segemnto_Basico,36,primaria,separado,F,3,3,,36-45
45283,A,Segemnto_Basico,51,primaria,soltero,F,3,3,,46-55
45284,A,Segemnto_Basico,37,primaria,soltero,F,3,3,,36-45
45285,A,Segemnto_Basico,40,primaria,viudo,M,3,3,,36-45
45286,A,Segemnto_Basico,26,primaria,separado,F,3,3,,26-35
45287,A,Segemnto_Basico,32,secundaria,separado,M,2,1,,26-35
45288,B,Segmento_Medio,61,secundaria,viudo,F,2,1,,56-65
45289,A,Segemnto_Basico,30,primaria,viudo,M,3,3,,26-35
45290,A,Segemnto_Basico,31,primaria,soltero,M,3,2,,26-35
45291,A,Segemnto_Basico,27,primaria,viudo,M,3,3,,26-35
45292,A,Segmento_Medio,18,primaria,viudo,M,3,3,,18-25
45293,A,Segemnto_Basico,43,primaria,separado,F,3,2,,36-45
45294,A,Segemnto_Basico,54,secundaria,viudo,M,2,2,,46-55
45295,B,Segmento_Medio,35,tecnico_tecnologico,viudo,M,1,4,,26-35
45296,B,Segmento_Medio,47,tecnico_tecnologico,soltero,M,1,2,,46-55
45297,B,Segmento_Joven,21,tecnico_tecnologico,soltero,F,1,1,,18-25
45298,B,Segmento_Joven,24,secundaria,soltero,F,2,2,,18-25
45299,A,Segmento_Joven,18,primaria,soltero,M,3,3,,18-25
45300,B,Segmento_Medio,53,secundaria,soltero,F,2,2,,46-55
45301,A,Segemnto_Basico,31,primaria,soltero,F,3,1,,26-35
45302,B,Segmento_Medio,40,secundaria,soltero,M,2,1,,36-45
45303,B,Segmento_Medio,47,tecnico_tecnologico,casado,M,1,2,,46-55
45304,C,Segmento_Alto,47,tecnico_tecnologico,viudo,F,1,3,,46-55
45305,A,Segemnto_Basico,54,primaria,viudo,F,3,4,,46-55
45306,A,Segemnto_Basico,61,primaria,separado,M,3,1,,56-65
45307,A,Segemnto_Basico,26,primaria,separado,M,3,4,,26-35
45308,A,Segmento_Joven,20,primaria,soltero,M,3,3,,18-25
45309,B,Segmento_Medio,27,tecnico_tecnologico,soltero,M,1,3,,26-35
45310,B,Segmento_Medio,50,tecnico_tecnologico,viudo,M,1,3,,46-55
45311,A,Segemnto_Basico,42,primaria,viudo,F,3,1,,36-45
45312,A,Segemnto_Basico,31,primaria,separado,M,3,2,,26-35
45313,A,Segmento_Joven,19,primaria,soltero,M,3,1,,18-25
45314,B,Segmento_Medio,41,tecnico_tecnologico,soltero,M,1,4,,36-45
45315,B,Segmento_Medio,38,secundaria,viudo,M,2,2,,36-45
45316,B,Segmento_Joven,18,tecnico_tecnologico,soltero,M,1,1,,18-25
45317,A,Segmento_Joven,24,primaria,soltero,M,3,4,,18-25
45318,C,Segmento_Medio,60,tecnico_tecnologico,casado,F,1,1,,56-65
45319,A,Segemnto_Basico,28,primaria,soltero,F,3,1,,26-35
45320,A,Segemnto_Basico,41,primaria,soltero,F,3,4,,36-45
45321,A,Segmento_Medio,20,primaria,casado,M,3,3,,18-25
45322,B,Segmento_Medio,30,tecnico_tecnologico,casado,F,1,4,,26-35
45323,A,Segemnto_Basico,65,primaria,separado,M,3,4,,56-65
45324,A,Segemnto_Basico,44,primaria,casado,M,3,3,,36-45
45325,B,Segmento_Medio,63,tecnico_tecnologico,separado,F,1,1,,56-65
45326,C,Segmento_Medio,57,tecnico_tecnologico,viudo,F,1,4,,56-65
45327,B,Segmento_Medio,44,tecnico_tecnologico,soltero,F,1,1,,36-45
45328,A,Segemnto_Basico,30,primaria,soltero,F,3,3,,26-35
45329,C,Segmento_Medio,59,tecnico_tecnologico,casado,F,1,1,,56-65
45330,A,Segemnto_Basico,64,primaria,soltero,F,3,2,,56-65
45331,A,Segmento_Medio,19,secundaria,casado,F,2,2,,18-25
45332,A,Segemnto_Basico,25,primaria,viudo,M,3,4,,18-25
45333,A,Segemnto_Basico,45,primaria,viudo,F,3,1,,36-45
45334,B,Segmento_Medio,60,secundaria,soltero,M,2,1,,56-65
45335,B,Segmento_Medio,25,tecnico_tecnologico,separado,M,1,1,,18-25
45336,B,Segmento_Medio,35,secundaria,casado,F,2,3,,26-35
45337,A,Segemnto_Basico,46,primaria,casado,F,3,4,,46-55
45338,A,Segemnto_Basico,26,primaria,casado,F,3,3,,26-35
45339,A,Segemnto_Basico,43,primaria,soltero,M,3,4,,36-45
45340,A,Segemnto_Basico,56,primaria,soltero,M,3,4,,56-65
45341,A,Segemnto_Basico,53,primaria,viudo,F,3,4,,46-55
45342,B,Segmento_Medio,63,tecnico_tecnologico,soltero,M,1,3,,56-65
45343,B,Segmento_Medio,19,tecnico_tecnologico,casado,M,1,4,,18-25
45344,B,Segmento_Medio,61,tecnico_tecnologico,soltero,F,1,1,,56-65
45345,B,Segmento_Medio,41,tecnico_tecnologico,soltero,F,1,3,,36-45
45346,C,Segmento_Medio,64,tecnico_tecnologico,soltero,M,1,1,,56-65
45347,B,Segmento_Medio,32,tecnico_tecnologico,separado,M,1,2,,26-35
45348,A,Segemnto_Basico,30,primaria,viudo,M,3,4,,26-35
45349,B,Segmento_Medio,60,tecnico_tecnologico,soltero,F,1,2,,56-65
45350,A,Segemnto_Basico,57,primaria,soltero,F,3,2,,56-65
45351,B,Segmento_Medio,32,tecnico_tecnologico,casado,F,1,2,,26-35
45352,B,Segmento_Medio,59,tecnico_tecnologico,soltero,F,1,3,,56-65
45353,B,Segmento_Medio,32,tecnico_tecnologico,soltero,M,1,1,,26-35
45354,B,Segmento_Medio,52,tecnico_tecnologico,separado,M,1,4,,46-55
45355,A,Segemnto_Basico,56,primaria,soltero,F,3,3,,56-65
45356,B,Segmento_Medio,39,tecnico_tecnologico,soltero,M,1,4,,36-45
45357,B,Segmento_Medio,35,tecnico_tecnologico,viudo,M,1,2,,26-35
45358,B,Segmento_Medio,49,secundaria,separado,M,2,1,,46-55
45359,B,Segmento_Medio,32,secundaria,soltero,M,2,1,,26-35
45360,A,Segmento_Joven,18,primaria,soltero,F,3,1,,18-25
45361,A,Segemnto_Basico,53,primaria,soltero,F,3,1,,46-55
45362,B,Segmento_Medio,56,tecnico_tecnologico,soltero,M,1,3,,56-65
45363,B,Segmento_Medio,31,tecnico_tecnologico,soltero,M,1,2,,26-35
45364,B,Segmento_Medio,22,secundaria,separado,F,2,4,,18-25
45365,B,Segmento_Joven,21,tecnico_tecnologico,soltero,M,1,1,,18-25
45366,A,Segemnto_Basico,28,primaria,soltero,F,3,2,,26-35
45367,A,Segemnto_Basico,62,primaria,casado,F,3,1,,56-65
45368,B,Segmento_Medio,42,tecnico_tecnologico,soltero,M,1,4,,36-45
45369,A,Segemnto_Basico,34,primaria,separado,M,3,2,,26-35
45370,B,Segmento_Medio,32,secundaria,casado,F,2,2,,26-35
45371,A,Segemnto_Basico,33,primaria,casado,F,3,3,,26-35
45372,A,Segemnto_Basico,34,primaria,soltero,M,3,1,,26-35
45373,B,Segmento_Medio,50,tecnico_tecnologico,soltero,F,1,4,,46-55
45374,C,Segmento_Medio,46,tecnico_tecnologico,viudo,F,1,4,,46-55
45375,A,Segemnto_Basico,31,primaria,separado,M,3,4,,26-35
45376,A,Segemnto_Basico,34,primaria,soltero,M,3,1,,26-35
45377,A,Segmento_Medio,24,primaria,separado,F,3,4,,18-25
45378,B,Segmento_Medio,28,tecnico_tecnologico,soltero,M,1,4,,26-35
45379,B,Segmento_Medio,45,secundaria,separado,M,2,1,,36-45
45380,A,Segemnto_Basico,52,primaria,casado,F,3,3,,46-55
45381,A,Segmento_Joven,23,primaria,soltero,M,3,1,,18-25
45382,B,Segmento_Medio,26,secundaria,soltero,M,2,1,,26-35
45383,B,Segmento_Medio,52,tecnico_tecnologico,casado,M,1,3,,46-55
45384,A,Segemnto_Basico,25,primaria,soltero,M,3,4,,18-25
45385,A,Segemnto_Basico,43,primaria,viudo,M,3,4,,36-45
45386,A,Segemnto_Basico,56,primaria,viudo,F,3,3,,56-65
45387,B,Segmento_Medio,21,secundaria,viudo,M,2,4,,18-25
45388,A,Segemnto_Basico,65,primaria,viudo,F,3,2,,56-65
45389,A,Segemnto_Basico,47,primaria,viudo,M,3,1,,46-55
45390,A,Segemnto_Basico,31,primaria,separado,M,3,1,,26-35
45391,B,Segmento_Medio,47,tecnico_tecnologico,casado,M,1,1,,46-55
45392,A,Segemnto_Basico,42,primaria,viudo,F,3,4,,36-45
45393,B,Segmento_Joven,21,tecnico_tecnologico,soltero,M,1,2,,18-25
45394,A,Segemnto_Basico,57,primaria,viudo,F,3,4,,56-65
45395,B,Segmento_Medio,34,tecnico_tecnologico,casado,M,1,4,,26-35
45396,A,Segemnto_Basico,47,primaria,separado,M,3,1,,46-55
45397,A,Segemnto_Basico,47,primaria,soltero,M,3,2,,46-55
45398,A,Segemnto_Basico,64,primaria,soltero,F,3,3,,56-65
45399,A,Segemnto_Basico,31,primaria,separado,M,3,2,,26-35
45400,B,Segmento_Medio,50,tecnico_tecnologico,casado,F,1,1,,46-55
45401,B,Segmento_Medio,24,tecnico_tecnologico,viudo,F,1,1,,18-25
45402,A,Segemnto_Basico,38,primaria,viudo,M,3,2,,36-45
45403,A,Segemnto_Basico,49,primaria,soltero,M,3,1,,46-55
45404,A,Segemnto_Basico,37,primaria,soltero,M,3,1,,36-45
45405,C,Segmento_Medio,49,tecnico_tecnologico,separado,F,1,2,,46-55
45406,A,Segemnto_Basico,41,secundaria,viudo,M,2,1,,36-45
45407,A,Segemnto_Basico,49,primaria,viudo,M,3,3,,46-55
45408,A,Segemnto_Basico,37,primaria,separado,F,3,4,,36-45
45409,A,Segemnto_Basico,28,primaria,casado,M,3,4,,26-35
45410,A,Segemnto_Basico,26,primaria,separado,F,3,4,,26-35
45411,A,Segemnto_Basico,28,primaria,casado,M,3,1,,26-35
45412,B,Segmento_Medio,28,tecnico_tecnologico,viudo,F,1,3,,26-35
45413,A,Segemnto_Basico,48,primaria,soltero,M,3,2,,46-55
45414,A,Segemnto_Basico,45,primaria,soltero,M,3,1,,36-45
45415,A,Segemnto_Basico,36,primaria,viudo,F,3,3,,36-45
45416,A,Segemnto_Basico,54,primaria,separado,F,3,4,,46-55
45417,B,Segmento_Medio,57,secundaria,soltero,F,2,3,,56-65
45418,A,Segemnto_Basico,26,secundaria,soltero,M,2,4,,26-35
45419,A,Segemnto_Basico,26,secundaria,casado,F,2,1,,26-35
45420,B,Segmento_Medio,23,secundaria,viudo,M,2,1,,18-25
45421,A,Segemnto_Basico,38,primaria,soltero,M,3,3,,36-45
45422,B,Segmento_Medio,42,tecnico_tecnologico,soltero,F,1,1,,36-45
45423,B,Segmento_Medio,60,tecnico_tecnologico,separado,F,1,4,,56-65
45424,B,Segmento_Medio,32,tecnico_tecnologico,viudo,F,1,2,,26-35
45425,A,Segemnto_Basico,38,primaria,viudo,F,3,1,,36-45
45426,A,Segemnto_Basico,61,primaria,soltero,M,3,1,,56-65
45427,A,Segemnto_Basico,43,primaria,viudo,M,3,1,,36-45
45428,A,Segemnto_Basico,65,primaria,soltero,F,3,2,,56-65
45429,B,Segmento_Medio,18,secundaria,viudo,F,2,1,,18-25
45430,C,Segmento_Medio,46,tecnico_tecnologico,separado,M,1,1,,46-55
45431,C,Segmento_Medio,62,tecnico_tecnologico,soltero,F,1,2,,56-65
45432,A,Segemnto_Basico,46,secundaria,separado,M,2,2,,46-55
45433,A,Segemnto_Basico,33,secundaria,casado,M,2,2,,26-35
45434,B,Segmento_Medio,50,secundaria,soltero,M,2,2,,46-55
45435,B,Segmento_Medio,32,secundaria,soltero,F,2,1,,26-35
45436,A,Segemnto_Basico,37,primaria,separado,M,3,3,,36-45
45437,B,Segmento_Medio,37,tecnico_tecnologico,soltero,F,1,2,,36-45
45438,B,Segmento_Medio,59,tecnico_tecnologico,soltero,F,1,3,,56-65
45439,C,Segmento_Medio,21,tecnico_tecnologico,viudo,M,1,2,,18-25
45440,B,Segmento_Medio,19,tecnico_tecnologico,viudo,M,1,3,,18-25
45441,A,Segemnto_Basico,64,primaria,soltero,M,3,4,,56-65
45442,B,Segmento_Medio,32,tecnico_tecnologico,soltero,F,1,4,,26-35
45443,C,Segmento_Alto,28,tecnico_tecnologico,soltero,F,1,4,,26-35
45444,B,Segmento_Medio,54,tecnico_tecnologico,separado,M,1,4,,46-55
45445,B,Segmento_Medio,49,tecnico_tecnologico,soltero,M,1,3,,46-55
45446,B,Segmento_Medio,39,secundaria,soltero,M,2,1,,36-45
45447,B,Segmento_Medio,38,tecnico_tecnologico,viudo,M,1,2,,36-45
45448,B,Segmento_Medio,30,tecnico_tecnologico,separado,F,1,2,,26-35
45449,A,Segemnto_Basico,45,primaria,separado,M,3,1,,36-45
45450,B,Segmento_Medio,41,tecnico_tecnologico,soltero,F,1,2,,36-45
45451,B,Segmento_Medio,58,tecnico_tecnologico,soltero,F,1,1,,56-65
45452,B,Segmento_Medio,19,tecnico_tecnologico,separado,M,1,2,,18-25
45453,B,Segmento_Medio,65,tecnico_tecnologico,soltero,F,1,3,,56-65
45454,A,Segemnto_Basico,50,primaria,casado,F,3,3,,46-55
45455,C,Segmento_Medio,35,tecnico_tecnologico,soltero,M,1,2,,26-35
45456,B,Segmento_Medio,21,tecnico_tecnologico,casado,F,1,3,,18-25
45457,A,Segemnto_Basico,54,primaria,casado,M,3,4,,46-55
45458,A,Segemnto_Basico,47,primaria,separado,M,3,4,,46-55
45459,B,Segmento_Medio,37,secundaria,soltero,F,2,1,,36-45
45460,A,Segemnto_Basico,45,primaria,soltero,F,3,2,,36-45
45461,B,Segmento_Medio,38,tecnico_tecnologico,soltero,M,1,1,,36-45
45462,B,Segmento_Medio,64,tecnico_tecnologico,soltero,M,1,4,,56-65
45463,B,Segmento_Medio,49,tecnico_tecnologico,viudo,F,1,2,,46-55
45464,B,Segmento_Medio,55,tecnico_tecnologico,soltero,M,1,3,,46-55
45465,B,Segmento_Medio,52,tecnico_tecnologico,separado,M,1,4,,46-55
45466,C,Segmento_Medio,28,tecnico_tecnologico,casado,F,1,4,,26-35
45467,B,Segmento_Medio,46,tecnico_tecnologico,viudo,M,1,4,,46-55
45468,B,Segmento_Medio,22,tecnico_tecnologico,casado,M,1,4,,18-25
45469,B,Segmento_Medio,55,tecnico_tecnologico,soltero,F,1,2,,46-55
45470,A,Segemnto_Basico,56,primaria,separado,F,3,4,,56-65
45471,B,Segmento_Medio,22,tecnico_tecnologico,casado,F,1,2,,18-25
45472,A,Segmento_Joven,19,primaria,soltero,M,3,3,,18-25
45473,B,Segmento_Medio,38,tecnico_tecnologico,separado,F,1,1,,36-45
45474,B,Segmento_Medio,53,secundaria,soltero,M,2,3,,46-55
45475,A,Segemnto_Basico,61,primaria,soltero,F,3,4,,56-65
45476,B,Segmento_Medio,54,tecnico_tecnologico,separado,M,1,2,,46-55
45477,A,Segemnto_Basico,43,primaria,viudo,M,3,2,,36-45
45478,A,Segemnto_Basico,63,primaria,soltero,F,3,1,,56-65
45479,A,Segemnto_Basico,31,primaria,soltero,M,3,1,,26-35
45480,A,Segmento_Medio,22,primaria,separado,M,3,1,,18-25
45481,B,Segmento_Medio,29,tecnico_tecnologico,casado,F,1,4,,26-35
45482,A,Segemnto_Basico,60,primaria,soltero,F,3,4,,56-65
45483,B,Segmento_Medio,51,tecnico_tecnologico,separado,M,1,3,,46-55
45484,A,Segemnto_Basico,36,primaria,casado,F,3,4,,36-45
45485,A,Segemnto_Basico,25,primaria,separado,M,3,3,,18-25
45486,B,Segmento_Medio,57,secundaria,viudo,M,2,1,,56-65
45487,B,Segmento_Medio,58,tecnico_tecnologico,separado,F,1,1,,56-65
45488,B,Segmento_Medio,36,tecnico_tecnologico,casado,M,1,1,,36-45
45489,A,Segemnto_Basico,49,primaria,viudo,M,3,3,,46-55
45490,B,Segmento_Medio,45,tecnico_tecnologico,soltero,F,1,1,,36-45
45491,A,Segemnto_Basico,51,primaria,casado,M,3,2,,46-55
45492,A,Segemnto_Basico,33,primaria,viudo,M,3,3,,26-35
45493,B,Segmento_Medio,34,secundaria,casado,M,2,1,,26-35
45494,B,Segmento_Medio,36,tecnico_tecnologico,casado,F,1,1,,36-45
45495,B,Segmento_Joven,23,tecnico_tecnologico,soltero,F,1,4,,18-25
45496,A,Segmento_Medio,24,primaria,separado,F,3,1,,18-25
45497,A,Segemnto_Basico,25,primaria,casado,F,3,2,,18-25
45498,B,Segmento_Medio,54,tecnico_tecnologico,soltero,M,1,4,,46-55
45499,A,Segemnto_Basico,61,primaria,viudo,F,3,4,,56-65
45500,A,Segemnto_Basico,34,primaria,viudo,M,3,4,,26-35
45501,A,Segmento_Joven,18,primaria,soltero,M,3,1,,18-25
45502,A,Segemnto_Basico,54,primaria,soltero,M,3,4,,46-55
45503,B,Segmento_Joven,19,tecnico_tecnologico,soltero,M,1,4,,18-25
45504,A,Segemnto_Basico,29,primaria,soltero,M,3,4,,26-35
45505,A,Segemnto_Basico,42,primaria,soltero,M,3,3,,36-45
45506,B,Segmento_Medio,44,tecnico_tecnologico,soltero,F,1,3,,36-45
45507,A,Segemnto_Basico,41,primaria,soltero,F,3,4,,36-45
45508,B,Segmento_Medio,50,secundaria,soltero,F,2,2,,46-55
45509,B,Segmento_Medio,46,tecnico_tecnologico,casado,F,1,1,,46-55
45510,A,Segemnto_Basico,29,primaria,viudo,M,3,1,,26-35
45511,A,Segemnto_Basico,36,primaria,soltero,F,3,2,,36-45
45512,A,Segemnto_Basico,44,primaria,casado,M,3,2,,36-45
45513,A,Segemnto_Basico,52,primaria,casado,F,3,1,,46-55
45514,C,Segmento_Medio,30,tecnico_tecnologico,casado,M,1,1,,26-35
45515,A,Segemnto_Basico,65,primaria,soltero,F,3,2,,56-65
45516,A,Segemnto_Basico,45,primaria,soltero,M,3,2,,36-45
45517,A,Segemnto_Basico,52,primaria,viudo,F,3,2,,46-55
